Epoch,Train_Loss,Val_MAE,Learning_Rate
1,49.557818,68.832703,0.0000001000
2,49.432430,73.474236,0.0000001000
3,49.073489,66.777306,0.0000001000
4,47.246809,42.747589,0.0000001000
5,40.989044,29.900602,0.0000001000
6,37.146850,19.861334,0.0000001000
7,35.332189,19.531189,0.0000001000
8,33.916600,18.379166,0.0000001000
9,32.746527,50.263287,0.0000001000
10,31.887424,21.460171,0.0000001000
11,31.096512,20.208992,0.0000001000
12,30.395925,18.831896,0.0000001000
13,29.653898,23.600008,0.0000001000
14,29.125405,68.525620,0.0000001000
15,28.579932,21.327148,0.0000001000
16,28.500988,20.369051,0.0000001000
17,27.976434,20.925800,0.0000001000
18,27.654240,16.547697,0.0000001000
19,27.088378,22.655451,0.0000001000
20,27.153015,14.470633,0.0000001000
21,26.328350,16.421785,0.0000001000
22,26.319564,15.532618,0.0000001000
23,25.814100,13.599183,0.0000001000
24,25.545088,15.469340,0.0000001000
25,25.038549,33.376202,0.0000001000
26,25.228931,13.379366,0.0000001000
27,24.791157,18.398687,0.0000001000
28,24.583097,18.619339,0.0000001000
29,23.931556,12.756304,0.0000001000
30,23.938775,13.575927,0.0000001000
31,23.735027,18.271450,0.0000001000
32,23.494901,26.114840,0.0000001000
33,23.910914,24.053816,0.0000001000
34,22.456671,25.569979,0.0000001000
35,23.158848,14.074290,0.0000001000
36,22.214452,19.666195,0.0000001000
37,22.071884,14.949619,0.0000001000
38,25.427988,15.161197,0.0000001000
39,22.293280,13.039355,0.0000001000
40,20.823789,15.860351,0.0000001000
41,21.078100,21.724716,0.0000001000
42,20.248370,12.911277,0.0000001000
43,19.866808,15.767029,0.0000001000
44,19.158027,14.873213,0.0000001000
45,19.005909,20.384031,0.0000001000
46,19.030800,15.919729,0.0000001000
47,18.975474,13.057256,0.0000001000
48,17.551001,18.881884,0.0000001000
49,17.348781,19.018932,0.0000001000
